t_s,mode,power_mw
1033.6005,idle_listen,45.0
1033.7,infer,180.0
1033.7005,idle_listen,45.0
1033.8,infer,180.0
1033.8005,idle_listen,45.0
1033.9,infer,180.0
1033.9005,idle_listen,45.0
1034.0,infer,180.0
1034.0005,idle_listen,45.0
1034.1,infer,180.0
1034.1005,idle_listen,45.0
1034.2,infer,180.0
1034.2005,idle_listen,45.0
1034.3,infer,180.0
1034.3005,idle_listen,45.0
1034.4,infer,180.0
1034.4005,idle_listen,45.0
1034.5,infer,180.0
1034.5005,idle_listen,45.0
1034.6,infer,180.0
1034.6005,idle_listen,45.0
1034.7,infer,180.0
1034.7005,idle_listen,45.0
1034.8,infer,180.0
1034.8005,idle_listen,45.0
1034.9,infer,180.0
1034.9005,idle_listen,45.0
1035.0,infer,180.0
1035.0005,idle_listen,45.0
1035.1,infer,180.0
1035.1005,idle_listen,45.0
1035.2,infer,180.0
1035.2005,idle_listen,45.0
1035.3,infer,180.0
1035.3005,idle_listen,45.0
1035.4,infer,180.0
1035.4005,idle_listen,45.0
1035.5,infer,180.0
1035.5005,idle_listen,45.0
1035.6,infer,180.0
1035.6005,idle_listen,45.0
1035.7,infer,180.0
1035.7005,idle_listen,45.0
1035.8,infer,180.0
1035.8005,idle_listen,45.0
1035.9,infer,180.0
1035.9005,idle_listen,45.0
1036.0,infer,180.0
1036.0005,idle_listen,45.0
1036.1,infer,180.0
1036.1005,idle_listen,45.0
1036.2,infer,180.0
1036.2005,idle_listen,45.0
1036.3,infer,180.0
1036.3005,idle_listen,45.0
1036.4,infer,180.0
1036.4005,idle_listen,45.0
1036.5,infer,180.0
1036.5005,idle_listen,45.0
1036.6,infer,180.0
1036.6005,idle_listen,45.0
1036.7,infer,180.0
1036.7005,idle_listen,45.0
1036.8,infer,180.0
1036.8005,idle_listen,45.0
1036.9,infer,180.0
1036.9005,idle_listen,45.0
1037.0,infer,180.0
1037.0005,idle_listen,45.0
1037.1,infer,180.0
1037.1005,idle_listen,45.0
1037.2,infer,180.0
1037.2005,idle_listen,45.0
1037.3,infer,180.0
1037.3005,idle_listen,45.0
1037.4,infer,180.0
1037.4005,idle_listen,45.0
1037.5,infer,180.0
1037.5005,idle_listen,45.0
1037.6,infer,180.0
1037.6005,idle_listen,45.0
1037.7,infer,180.0
1037.7005,idle_listen,45.0
1037.8,infer,180.0
1037.8005,idle_listen,45.0
1037.9,infer,180.0
1037.9005,idle_listen,45.0
1038.0,infer,180.0
1038.0005,idle_listen,45.0
1038.1,infer,180.0
1038.1005,idle_listen,45.0
1038.2,infer,180.0
1038.2005,idle_listen,45.0
1038.3,infer,180.0
1038.3005,idle_listen,45.0
1038.4,infer,180.0
1038.4005,idle_listen,45.0
1038.5,infer,180.0
1038.5005,idle_listen,45.0
1038.6,infer,180.0
1038.6005,idle_listen,45.0
1038.7,infer,180.0
1038.7005,idle_listen,45.0
1038.8,infer,180.0
1038.8005,idle_listen,45.0
1038.9,infer,180.0
1038.9005,idle_listen,45.0
1039.0,infer,180.0
1039.0005,idle_listen,45.0
1039.1,infer,180.0
1039.1005,idle_listen,45.0
1039.2,infer,180.0
1039.2005,idle_listen,45.0
1039.3,infer,180.0
1039.3005,idle_listen,45.0
1039.4,infer,180.0
1039.4005,idle_listen,45.0
1039.5,infer,180.0
1039.5005,idle_listen,45.0
1039.6,infer,180.0
1039.6005,idle_listen,45.0
1039.7,infer,180.0
1039.7005,idle_listen,45.0
1039.8,infer,180.0
1039.8005,idle_listen,45.0
1039.9,infer,180.0
1039.9005,idle_listen,45.0
1040.0,infer,180.0
1040.0005,idle_listen,45.0
1040.1,infer,180.0
1040.1005,idle_listen,45.0
1040.2,infer,180.0
1040.2005,idle_listen,45.0
1040.3,infer,180.0
1040.3005,idle_listen,45.0
1040.4,infer,180.0
1040.4005,idle_listen,45.0
1040.5,infer,180.0
1040.5005,idle_listen,45.0
1040.6,infer,180.0
1040.6005,idle_listen,45.0
1040.7,infer,180.0
1040.7005,idle_listen,45.0
1040.8,infer,180.0
1040.8005,idle_listen,45.0
1040.9,infer,180.0
1040.9005,idle_listen,45.0
1041.0,infer,180.0
1041.0005,idle_listen,45.0
1041.1,infer,180.0
1041.1005,idle_listen,45.0
1041.2,infer,180.0
1041.2005,idle_listen,45.0
1041.3,infer,180.0
1041.3005,idle_listen,45.0
1041.4,infer,180.0
1041.4005,idle_listen,45.0
1041.5,infer,180.0
1041.5005,idle_listen,45.0
1041.6,infer,180.0
1041.6005,idle_listen,45.0
1041.7,infer,180.0
1041.7005,idle_listen,45.0
1041.8,infer,180.0
1041.8005,idle_listen,45.0
1041.9,infer,180.0
1041.9005,idle_listen,45.0
1042.0,infer,180.0
1042.0005,idle_listen,45.0
1042.1,infer,180.0
1042.1005,idle_listen,45.0
1042.2,infer,180.0
1042.2005,idle_listen,45.0
1042.3,infer,180.0
1042.3005,idle_listen,45.0
1042.4,infer,180.0
1042.4005,idle_listen,45.0
1042.5,infer,180.0
1042.5005,idle_listen,45.0
1042.6,infer,180.0
1042.6005,idle_listen,45.0
1042.7,infer,180.0
1042.7005,idle_listen,45.0
1042.8,infer,180.0
1042.8005,idle_listen,45.0
1042.9,infer,180.0
1042.9005,idle_listen,45.0
1043.0,infer,180.0
1043.0005,idle_listen,45.0
1043.1,infer,180.0
1043.1005,idle_listen,45.0
1043.2,infer,180.0
1043.2005,idle_listen,45.0
1043.3,infer,180.0
1043.3005,idle_listen,45.0
1043.4,infer,180.0
1043.4005,idle_listen,45.0
1043.5,infer,180.0
1043.5005,idle_listen,45.0
1043.6,infer,180.0
1043.6005,idle_listen,45.0
1043.7,infer,180.0
1043.7005,idle_listen,45.0
1043.8,infer,180.0
1043.8005,idle_listen,45.0
1043.9,infer,180.0
1043.9005,idle_listen,45.0
1044.0,infer,180.0
1044.0005,idle_listen,45.0
1044.1,infer,180.0
1044.1005,idle_listen,45.0
1044.2,infer,180.0
1044.2005,idle_listen,45.0
1044.3,infer,180.0
1044.3005,idle_listen,45.0
1044.4,infer,180.0
1044.4005,idle_listen,45.0
1044.5,infer,180.0
1044.5005,idle_listen,45.0
1044.6,infer,180.0
1044.6005,idle_listen,45.0
1044.7,infer,180.0
1044.7005,idle_listen,45.0
1044.8,infer,180.0
1044.8005,idle_listen,45.0
1044.9,infer,180.0
1044.9005,idle_listen,45.0
1045.0,infer,180.0
1045.0005,idle_listen,45.0
1045.1,infer,180.0
1045.1005,idle_listen,45.0
1045.2,infer,180.0
1045.2005,idle_listen,45.0
1045.3,infer,180.0
1045.3005,idle_listen,45.0
1045.4,infer,180.0
1045.4005,idle_listen,45.0
1045.5,infer,180.0
1045.5005,idle_listen,45.0
1045.6,infer,180.0
1045.6005,idle_listen,45.0
1045.7,infer,180.0
1045.7005,idle_listen,45.0
1045.8,infer,180.0
1045.8005,idle_listen,45.0
1045.9,infer,180.0
1045.9005,idle_listen,45.0
1046.0,infer,180.0
1046.0005,idle_listen,45.0
1046.1,infer,180.0
1046.1005,idle_listen,45.0
1046.2,infer,180.0
1046.2005,idle_listen,45.0
1046.3,infer,180.0
1046.3005,idle_listen,45.0
1046.4,infer,180.0
1046.4005,idle_listen,45.0
1046.5,infer,180.0
1046.5005,idle_listen,45.0
1046.6,infer,180.0
1046.6005,idle_listen,45.0
1046.7,infer,180.0
1046.7005,idle_listen,45.0
1046.8,infer,180.0
1046.8005,idle_listen,45.0
1046.9,infer,180.0
1046.9005,idle_listen,45.0
1047.0,infer,180.0
1047.0005,idle_listen,45.0
1047.1,infer,180.0
1047.1005,idle_listen,45.0
1047.2,infer,180.0
1047.2005,idle_listen,45.0
1047.3,infer,180.0
1047.3005,idle_listen,45.0
1047.4,infer,180.0
1047.4005,idle_listen,45.0
1047.5,infer,180.0
1047.5005,idle_listen,45.0
1047.6,infer,180.0
1047.6005,idle_listen,45.0
1047.7,infer,180.0
1047.7005,idle_listen,45.0
1047.8,infer,180.0
1047.8005,idle_listen,45.0
1047.9,infer,180.0
1047.9005,idle_listen,45.0
1048.0,infer,180.0
1048.0005,idle_listen,45.0
1048.1,infer,180.0
1048.1005,idle_listen,45.0
1048.2,infer,180.0
1048.2005,idle_listen,45.0
1048.3,infer,180.0
1048.3005,idle_listen,45.0
1048.4,infer,180.0
1048.4005,idle_listen,45.0
1048.5,infer,180.0
1048.5005,idle_listen,45.0
1048.6,infer,180.0
1048.6005,idle_listen,45.0
1048.7,infer,180.0
1048.7005,idle_listen,45.0
1048.8,infer,180.0
1048.8005,idle_listen,45.0
1048.9,infer,180.0
1048.9005,idle_listen,45.0
1049.0,infer,180.0
1049.0005,idle_listen,45.0
1049.1,infer,180.0
1049.1005,idle_listen,45.0
1049.2,infer,180.0
1049.2005,idle_listen,45.0
1049.3,infer,180.0
1049.3005,idle_listen,45.0
1049.4,infer,180.0
1049.4005,idle_listen,45.0
1049.5,infer,180.0
1049.5005,idle_listen,45.0
1049.6,infer,180.0
1049.6005,idle_listen,45.0
1049.7,infer,180.0
1049.7005,idle_listen,45.0
1049.8,infer,180.0
1049.8005,idle_listen,45.0
1049.9,infer,180.0
1049.9005,idle_listen,45.0
1050.0,infer,180.0
1050.0005,idle_listen,45.0
1050.1,infer,180.0
1050.1005,idle_listen,45.0
1050.2,infer,180.0
1050.2005,idle_listen,45.0
1050.3,infer,180.0
1050.3005,idle_listen,45.0
1050.4,infer,180.0
1050.4005,idle_listen,45.0
1050.5,infer,180.0
1050.5005,idle_listen,45.0
1050.6,infer,180.0
1050.6005,idle_listen,45.0
1050.7,infer,180.0
1050.7005,idle_listen,45.0
1050.8,infer,180.0
1050.8005,idle_listen,45.0
1050.9,infer,180.0
1050.9005,idle_listen,45.0
1051.0,infer,180.0
1051.0005,idle_listen,45.0
1051.1,infer,180.0
1051.1005,idle_listen,45.0
1051.2,infer,180.0
1051.2005,idle_listen,45.0
1051.3,infer,180.0
1051.3005,idle_listen,45.0
1051.4,infer,180.0
1051.4005,idle_listen,45.0
1051.5,infer,180.0
1051.5005,idle_listen,45.0
1051.6,infer,180.0
1051.6005,idle_listen,45.0
1051.7,infer,180.0
1051.7005,idle_listen,45.0
1051.8,infer,180.0
1051.8005,idle_listen,45.0
1051.9,infer,180.0
1051.9005,idle_listen,45.0
1052.0,infer,180.0
1052.0005,idle_listen,45.0
1052.1,infer,180.0
1052.1005,idle_listen,45.0
1052.2,infer,180.0
1052.2005,idle_listen,45.0
1052.3,infer,180.0
1052.3005,idle_listen,45.0
1052.4,infer,180.0
1052.4005,idle_listen,45.0
1052.5,infer,180.0
1052.5005,idle_listen,45.0
1052.6,infer,180.0
1052.6005,idle_listen,45.0
1052.7,infer,180.0
1052.7005,idle_listen,45.0
1052.8,infer,180.0
1052.8005,idle_listen,45.0
1052.9,infer,180.0
1052.9005,idle_listen,45.0
1053.0,infer,180.0
1053.0005,idle_listen,45.0
1053.1,infer,180.0
1053.1005,idle_listen,45.0
1053.2,infer,180.0
1053.2005,idle_listen,45.0
1053.3,infer,180.0
1053.3005,idle_listen,45.0
1053.4,infer,180.0
1053.4005,idle_listen,45.0
1053.5,infer,180.0
1053.5005,idle_listen,45.0
1053.6,infer,180.0
1053.6005,idle_listen,45.0
1053.7,infer,180.0
1053.7005,idle_listen,45.0
1053.8,infer,180.0
1053.8005,idle_listen,45.0
1053.9,infer,180.0
1053.9005,idle_listen,45.0
1054.0,infer,180.0
1054.0005,idle_listen,45.0
1054.1,infer,180.0
1054.1005,idle_listen,45.0
1054.2,infer,180.0
1054.2005,idle_listen,45.0
1054.3,infer,180.0
1054.3005,idle_listen,45.0
1054.4,infer,180.0
1054.4005,idle_listen,45.0
1054.5,infer,180.0
1054.5005,idle_listen,45.0
1054.6,infer,180.0
1054.6005,idle_listen,45.0
1054.7,infer,180.0
1054.7005,idle_listen,45.0
1054.8,infer,180.0
1054.8005,idle_listen,45.0
1054.9,infer,180.0
1054.9005,idle_listen,45.0
1055.0,infer,180.0
1055.0005,idle_listen,45.0
1055.1,infer,180.0
1055.1005,idle_listen,45.0
1055.2,infer,180.0
1055.2005,idle_listen,45.0
1055.3,infer,180.0
1055.3005,idle_listen,45.0
1055.4,infer,180.0
1055.4005,idle_listen,45.0
1055.5,infer,180.0
1055.5005,idle_listen,45.0
1055.6,infer,180.0
1055.6005,idle_listen,45.0
1055.7,infer,180.0
1055.7005,idle_listen,45.0
1055.8,infer,180.0
1055.8005,idle_listen,45.0
1055.9,infer,180.0
1055.9005,idle_listen,45.0
1056.0,infer,180.0
1056.0005,idle_listen,45.0
1056.1,infer,180.0
1056.1005,idle_listen,45.0
1056.2,infer,180.0
1056.2005,idle_listen,45.0
1056.3,infer,180.0
1056.3005,idle_listen,45.0
1056.4,infer,180.0
1056.4005,idle_listen,45.0
1056.5,infer,180.0
1056.5005,idle_listen,45.0
1056.6,infer,180.0
1056.6005,idle_listen,45.0
1056.7,infer,180.0
1056.7005,idle_listen,45.0
1056.8,infer,180.0
1056.8005,idle_listen,45.0
1056.9,infer,180.0
1056.9005,idle_listen,45.0
1057.0,infer,180.0
1057.0005,idle_listen,45.0
1057.1,infer,180.0
1057.1005,idle_listen,45.0
1057.2,infer,180.0
1057.2005,idle_listen,45.0
1057.3,infer,180.0
1057.3005,idle_listen,45.0
1057.4,infer,180.0
1057.4005,idle_listen,45.0
1057.5,infer,180.0
1057.5005,idle_listen,45.0
1057.6,infer,180.0
1057.6005,idle_listen,45.0
1057.7,infer,180.0
1057.7005,idle_listen,45.0
1057.8,infer,180.0
1057.8005,idle_listen,45.0
1057.9,infer,180.0
1057.9005,idle_listen,45.0
1058.0,infer,180.0
1058.0005,idle_listen,45.0
1058.1,infer,180.0
1058.1005,idle_listen,45.0
1058.2,infer,180.0
1058.2005,idle_listen,45.0
1058.3,infer,180.0
1058.3005,idle_listen,45.0
1058.4,infer,180.0
1058.4005,idle_listen,45.0
1058.5,infer,180.0
1058.5005,idle_listen,45.0
1058.6,infer,180.0
1058.6005,idle_listen,45.0
1058.7,infer,180.0
1058.7005,idle_listen,45.0
1058.8,infer,180.0
1058.8005,idle_listen,45.0
1058.9,infer,180.0
1058.9005,idle_listen,45.0
1059.0,infer,180.0
1059.0005,idle_listen,45.0
1059.1,infer,180.0
1059.1005,idle_listen,45.0
1059.2,infer,180.0
1059.2005,idle_listen,45.0
1059.3,infer,180.0
1059.3005,idle_listen,45.0
1059.4,infer,180.0
1059.4005,idle_listen,45.0
1059.5,infer,180.0
1059.5005,idle_listen,45.0
1059.6,infer,180.0
1059.6005,idle_listen,45.0
1059.7,infer,180.0
1059.7005,idle_listen,45.0
1059.8,infer,180.0
1059.8005,idle_listen,45.0
1059.9,infer,180.0
1059.9005,idle_listen,45.0
1060.0,infer,180.0
1060.0005,idle_listen,45.0
1060.1,infer,180.0
1060.1005,idle_listen,45.0
1060.2,infer,180.0
1060.2005,idle_listen,45.0
1060.3,infer,180.0
1060.3005,idle_listen,45.0
1060.4,infer,180.0
1060.4005,idle_listen,45.0
1060.5,infer,180.0
1060.5005,idle_listen,45.0
1060.6,infer,180.0
1060.6005,idle_listen,45.0
1060.7,infer,180.0
1060.7005,idle_listen,45.0
1060.8,infer,180.0
1060.8005,idle_listen,45.0
1060.9,infer,180.0
1060.9005,idle_listen,45.0
1061.0,infer,180.0
1061.0005,idle_listen,45.0
1061.1,infer,180.0
1061.1005,idle_listen,45.0
1061.2,infer,180.0
1061.2005,idle_listen,45.0
1061.3,infer,180.0
1061.3005,idle_listen,45.0
1061.4,infer,180.0
1061.4005,idle_listen,45.0
1061.5,infer,180.0
1061.5005,idle_listen,45.0
1061.6,infer,180.0
1061.6005,idle_listen,45.0
1061.7,infer,180.0
1061.7005,idle_listen,45.0
1061.8,infer,180.0
1061.8005,idle_listen,45.0
1061.9,infer,180.0
1061.9005,idle_listen,45.0
1062.0,infer,180.0
1062.0005,idle_listen,45.0
1062.1,infer,180.0
1062.1005,idle_listen,45.0
1062.2,infer,180.0
1062.2005,idle_listen,45.0
1062.3,infer,180.0
1062.3005,idle_listen,45.0
1062.4,infer,180.0
1062.4005,idle_listen,45.0
1062.5,infer,180.0
1062.5005,idle_listen,45.0
1062.6,infer,180.0
1062.6005,idle_listen,45.0
1062.7,infer,180.0
1062.7005,idle_listen,45.0
1062.8,infer,180.0
1062.8005,idle_listen,45.0
1062.9,infer,180.0
1062.9005,idle_listen,45.0
1063.0,infer,180.0
1063.0005,idle_listen,45.0
1063.1,infer,180.0
1063.1005,idle_listen,45.0
1063.2,infer,180.0
1063.2005,idle_listen,45.0
1063.3,infer,180.0
1063.3005,idle_listen,45.0
1063.4,infer,180.0
1063.4005,idle_listen,45.0
1063.5,infer,180.0
1063.5005,idle_listen,45.0
1063.6,infer,180.0
1063.6005,idle_listen,45.0
1063.7,infer,180.0
1063.7005,idle_listen,45.0
1063.8,infer,180.0
1063.8005,idle_listen,45.0
1063.9,infer,180.0
1063.9005,idle_listen,45.0
1064.0,infer,180.0
1064.0005,idle_listen,45.0
1064.1,infer,180.0
1064.1005,idle_listen,45.0
1064.2,infer,180.0
1064.2005,idle_listen,45.0
1064.3,infer,180.0
1064.3005,idle_listen,45.0
1064.4,infer,180.0
1064.4005,idle_listen,45.0
1064.5,infer,180.0
1064.5005,idle_listen,45.0
1064.6,infer,180.0
1064.6005,idle_listen,45.0
1064.7,infer,180.0
1064.7005,idle_listen,45.0
1064.8,infer,180.0
1064.8005,idle_listen,45.0
1064.9,infer,180.0
1064.9005,idle_listen,45.0
1065.0,infer,180.0
1065.0005,idle_listen,45.0
1065.1,infer,180.0
1065.1005,idle_listen,45.0
1065.2,infer,180.0
1065.2005,idle_listen,45.0
1065.3,infer,180.0
1065.3005,idle_listen,45.0
1065.4,infer,180.0
1065.4005,idle_listen,45.0
1065.5,infer,180.0
1065.5005,idle_listen,45.0
1065.6,infer,180.0
1065.6005,idle_listen,45.0
1065.7,infer,180.0
1065.7005,idle_listen,45.0
1065.8,infer,180.0
1065.8005,idle_listen,45.0
1065.9,infer,180.0
1065.9005,idle_listen,45.0
1066.0,infer,180.0
1066.0005,idle_listen,45.0
1066.1,infer,180.0
1066.1005,idle_listen,45.0
1066.2,infer,180.0
1066.2005,idle_listen,45.0
1066.3,infer,180.0
1066.3005,idle_listen,45.0
1066.4,infer,180.0
1066.4005,idle_listen,45.0
1066.5,infer,180.0
1066.5005,idle_listen,45.0
1066.6,infer,180.0
1066.6005,idle_listen,45.0
1066.7,infer,180.0
1066.7005,idle_listen,45.0
1066.8,infer,180.0
1066.8005,idle_listen,45.0
1066.9,infer,180.0
1066.9005,idle_listen,45.0
1067.0,infer,180.0
1067.0005,idle_listen,45.0
1067.1,infer,180.0
1067.1005,idle_listen,45.0
1067.2,infer,180.0
1067.2005,idle_listen,45.0
1067.3,infer,180.0
1067.3005,idle_listen,45.0
1067.4,infer,180.0
1067.4005,idle_listen,45.0
1067.5,infer,180.0
1067.5005,idle_listen,45.0
1067.6,infer,180.0
1067.6005,idle_listen,45.0
1067.7,infer,180.0
1067.7005,idle_listen,45.0
1067.8,infer,180.0
1067.8005,idle_listen,45.0
1067.9,infer,180.0
1067.9005,idle_listen,45.0
1068.0,infer,180.0
1068.0005,idle_listen,45.0
1068.1,infer,180.0
1068.1005,idle_listen,45.0
1068.2,infer,180.0
1068.2005,idle_listen,45.0
1068.3,infer,180.0
1068.3005,idle_listen,45.0
1068.4,infer,180.0
1068.4005,idle_listen,45.0
1068.5,infer,180.0
1068.5005,idle_listen,45.0
1068.6,infer,180.0
1068.6005,idle_listen,45.0
1068.7,infer,180.0
1068.7005,idle_listen,45.0
1068.8,infer,180.0
1068.8005,idle_listen,45.0
1068.9,infer,180.0
1068.9005,idle_listen,45.0
1069.0,infer,180.0
1069.0005,idle_listen,45.0
1069.1,infer,180.0
1069.1005,idle_listen,45.0
1069.2,infer,180.0
1069.2005,idle_listen,45.0
1069.3,infer,180.0
1069.3005,idle_listen,45.0
1069.4,infer,180.0
1069.4005,idle_listen,45.0
1069.5,infer,180.0
1069.5005,idle_listen,45.0
1069.6,infer,180.0
1069.6005,idle_listen,45.0
1069.7,infer,180.0
1069.7005,idle_listen,45.0
1069.8,infer,180.0
1069.8005,idle_listen,45.0
1069.9,infer,180.0
1069.9005,idle_listen,45.0
1070.0,infer,180.0
1070.0005,idle_listen,45.0
1070.1,infer,180.0
1070.1005,idle_listen,45.0
1070.2,infer,180.0
1070.2005,idle_listen,45.0
1070.3,infer,180.0
1070.3005,idle_listen,45.0
1070.4,infer,180.0
1070.4005,idle_listen,45.0
1070.5,infer,180.0
1070.5005,idle_listen,45.0
1070.6,infer,180.0
1070.6005,idle_listen,45.0
1070.7,infer,180.0
1070.7005,idle_listen,45.0
1070.8,infer,180.0
1070.8005,idle_listen,45.0
1070.9,infer,180.0
1070.9005,idle_listen,45.0
1071.0,infer,180.0
1071.0005,idle_listen,45.0
1071.1,infer,180.0
1071.1005,idle_listen,45.0
1071.2,infer,180.0
1071.2005,idle_listen,45.0
1071.3,infer,180.0
1071.3005,idle_listen,45.0
1071.4,infer,180.0
1071.4005,idle_listen,45.0
1071.5,infer,180.0
1071.5005,idle_listen,45.0
1071.6,infer,180.0
1071.6005,idle_listen,45.0
1071.7,infer,180.0
1071.7005,idle_listen,45.0
1071.8,infer,180.0
1071.8005,idle_listen,45.0
1071.9,infer,180.0
1071.9005,idle_listen,45.0
1072.0,infer,180.0
1072.0005,idle_listen,45.0
1072.1,infer,180.0
1072.1005,idle_listen,45.0
1072.2,infer,180.0
1072.2005,idle_listen,45.0
1072.3,infer,180.0
1072.3005,idle_listen,45.0
1072.4,infer,180.0
1072.4005,idle_listen,45.0
1072.5,infer,180.0
1072.5005,idle_listen,45.0
1072.6,infer,180.0
1072.6005,idle_listen,45.0
1072.7,infer,180.0
1072.7005,idle_listen,45.0
1072.8,infer,180.0
1072.8005,idle_listen,45.0
1072.9,infer,180.0
1072.9005,idle_listen,45.0
1073.0,infer,180.0
1073.0005,idle_listen,45.0
1073.1,infer,180.0
1073.1005,idle_listen,45.0
1073.2,infer,180.0
1073.2005,idle_listen,45.0
1073.3,infer,180.0
1073.3005,idle_listen,45.0
1073.4,infer,180.0
1073.4005,idle_listen,45.0
1073.5,infer,180.0
1073.5005,idle_listen,45.0
1073.6,infer,180.0
1073.6005,idle_listen,45.0
1073.7,infer,180.0
1073.7005,idle_listen,45.0
1073.8,infer,180.0
1073.8005,idle_listen,45.0
1073.9,infer,180.0
1073.9005,idle_listen,45.0
1074.0,infer,180.0
1074.0005,idle_listen,45.0
1074.1,infer,180.0
1074.1005,idle_listen,45.0
1074.2,infer,180.0
1074.2005,idle_listen,45.0
1074.3,infer,180.0
1074.3005,idle_listen,45.0
1074.4,infer,180.0
1074.4005,idle_listen,45.0
1074.5,infer,180.0
1074.5005,idle_listen,45.0
1074.6,infer,180.0
1074.6005,idle_listen,45.0
1074.7,infer,180.0
1074.7005,idle_listen,45.0
1074.8,infer,180.0
1074.8005,idle_listen,45.0
1074.9,infer,180.0
1074.9005,idle_listen,45.0
1075.0,infer,180.0
1075.0005,idle_listen,45.0
1075.1,infer,180.0
1075.1005,idle_listen,45.0
1075.2,infer,180.0
1075.2005,idle_listen,45.0
1075.3,infer,180.0
1075.3005,idle_listen,45.0
1075.4,infer,180.0
1075.4005,idle_listen,45.0
1075.5,infer,180.0
1075.5005,idle_listen,45.0
1075.6,infer,180.0
1075.6005,idle_listen,45.0
1075.7,infer,180.0
1075.7005,idle_listen,45.0
1075.8,infer,180.0
1075.8005,idle_listen,45.0
1075.9,infer,180.0
1075.9005,idle_listen,45.0
1076.0,infer,180.0
1076.0005,idle_listen,45.0
1076.1,infer,180.0
1076.1005,idle_listen,45.0
1076.2,infer,180.0
1076.2005,idle_listen,45.0
1076.3,infer,180.0
1076.3005,idle_listen,45.0
1076.4,infer,180.0
1076.4005,idle_listen,45.0
1076.5,infer,180.0
1076.5005,idle_listen,45.0
1076.6,infer,180.0
1076.6005,idle_listen,45.0
1076.7,infer,180.0
1076.7005,idle_listen,45.0
1076.8,infer,180.0
1076.8005,idle_listen,45.0
1076.9,infer,180.0
1076.9005,idle_listen,45.0
1077.0,infer,180.0
1077.0005,idle_listen,45.0
1077.1,infer,180.0
1077.1005,idle_listen,45.0
1077.2,infer,180.0
1077.2005,idle_listen,45.0
1077.3,infer,180.0
1077.3005,idle_listen,45.0
1077.4,infer,180.0
1077.4005,idle_listen,45.0
1077.5,infer,180.0
1077.5005,idle_listen,45.0
1077.6,infer,180.0
1077.6005,idle_listen,45.0
1077.7,infer,180.0
1077.7005,idle_listen,45.0
1077.8,infer,180.0
1077.8005,idle_listen,45.0
1077.9,infer,180.0
1077.9005,idle_listen,45.0
1078.0,infer,180.0
1078.0005,idle_listen,45.0
1078.1,infer,180.0
1078.1005,idle_listen,45.0
1078.2,infer,180.0
1078.2005,idle_listen,45.0
1078.3,infer,180.0
1078.3005,idle_listen,45.0
1078.4,infer,180.0
1078.4005,idle_listen,45.0
1078.5,infer,180.0
1078.5005,idle_listen,45.0
1078.6,infer,180.0
1078.6005,idle_listen,45.0
1078.7,infer,180.0
1078.7005,idle_listen,45.0
1078.8,infer,180.0
1078.8005,idle_listen,45.0
1078.9,infer,180.0
1078.9005,idle_listen,45.0
1079.0,infer,180.0
1079.0005,idle_listen,45.0
1079.1,infer,180.0
1079.1005,idle_listen,45.0
1079.2,infer,180.0
1079.2005,idle_listen,45.0
1079.3,infer,180.0
1079.3005,idle_listen,45.0
1079.4,infer,180.0
1079.4005,idle_listen,45.0
1079.5,infer,180.0
1079.5005,idle_listen,45.0
1079.6,infer,180.0
1079.6005,idle_listen,45.0
1079.7,infer,180.0
1079.7005,idle_listen,45.0
1079.8,infer,180.0
1079.8005,idle_listen,45.0
1079.9,infer,180.0
1079.9005,idle_listen,45.0
1080.0,infer,180.0
1080.0005,idle_listen,45.0
1080.1,infer,180.0
1080.1005,idle_listen,45.0
1080.2,infer,180.0
1080.2005,idle_listen,45.0
1080.3,infer,180.0
1080.3005,idle_listen,45.0
1080.4,infer,180.0
1080.4005,idle_listen,45.0
1080.5,infer,180.0
1080.5005,idle_listen,45.0
1080.6,infer,180.0
1080.6005,idle_listen,45.0
1080.7,infer,180.0
1080.7005,idle_listen,45.0
1080.8,infer,180.0
1080.8005,idle_listen,45.0
1080.9,infer,180.0
1080.9005,idle_listen,45.0
1081.0,infer,180.0
1081.0005,idle_listen,45.0
1081.1,infer,180.0
1081.1005,idle_listen,45.0
1081.2,infer,180.0
1081.2005,idle_listen,45.0
1081.3,infer,180.0
1081.3005,idle_listen,45.0
1081.4,infer,180.0
1081.4005,idle_listen,45.0
1081.5,infer,180.0
1081.5005,idle_listen,45.0
1081.6,infer,180.0
1081.6005,idle_listen,45.0
1081.7,infer,180.0
1081.7005,idle_listen,45.0
1081.8,infer,180.0
1081.8005,idle_listen,45.0
1081.9,infer,180.0
1081.9005,idle_listen,45.0
1082.0,infer,180.0
1082.0005,idle_listen,45.0
1082.1,infer,180.0
1082.1005,idle_listen,45.0
1082.2,infer,180.0
1082.2005,idle_listen,45.0
1082.3,infer,180.0
1082.3005,idle_listen,45.0
1082.4,infer,180.0
1082.4005,idle_listen,45.0
1082.5,infer,180.0
1082.5005,idle_listen,45.0
1082.6,infer,180.0
1082.6005,idle_listen,45.0
1082.7,infer,180.0
1082.7005,idle_listen,45.0
1082.8,infer,180.0
1082.8005,idle_listen,45.0
1082.9,infer,180.0
1082.9005,idle_listen,45.0
1083.0,infer,180.0
1083.0005,idle_listen,45.0
1083.1,infer,180.0
1083.1005,idle_listen,45.0
1083.2,infer,180.0
1083.2005,idle_listen,45.0
1083.3,infer,180.0
1083.3005,idle_listen,45.0
1083.4,infer,180.0
1083.4005,idle_listen,45.0
1083.5,infer,180.0
1083.5005,idle_listen,45.0
