t_s,mode,power_mw
1624.7,infer,180.0
1624.7005,idle_listen,45.0
1624.8,infer,180.0
1624.8005,idle_listen,45.0
1624.9,infer,180.0
1624.9005,idle_listen,45.0
1625.0,infer,180.0
1625.0005,idle_listen,45.0
1625.1,infer,180.0
1625.1005,idle_listen,45.0
1625.2,infer,180.0
1625.2005,idle_listen,45.0
1625.3,infer,180.0
1625.3005,idle_listen,45.0
1625.4,infer,180.0
1625.4005,idle_listen,45.0
1625.5,infer,180.0
1625.5005,idle_listen,45.0
1625.6,infer,180.0
1625.6005,idle_listen,45.0
1625.7,infer,180.0
1625.7005,idle_listen,45.0
1625.8,infer,180.0
1625.8005,idle_listen,45.0
1625.9,infer,180.0
1625.9005,idle_listen,45.0
1626.0,infer,180.0
1626.0005,idle_listen,45.0
1626.1,infer,180.0
1626.1005,idle_listen,45.0
1626.2,infer,180.0
1626.2005,idle_listen,45.0
1626.3,infer,180.0
1626.3005,idle_listen,45.0
1626.4,infer,180.0
1626.4005,idle_listen,45.0
1626.5,infer,180.0
1626.5005,idle_listen,45.0
1626.6,infer,180.0
1626.6005,idle_listen,45.0
1626.7,infer,180.0
1626.7005,idle_listen,45.0
1626.8,infer,180.0
1626.8005,idle_listen,45.0
1626.9,infer,180.0
1626.9005,idle_listen,45.0
1627.0,infer,180.0
1627.0005,idle_listen,45.0
1627.1,infer,180.0
1627.1005,idle_listen,45.0
1627.2,infer,180.0
1627.2005,idle_listen,45.0
1627.3,infer,180.0
1627.3005,idle_listen,45.0
1627.4,infer,180.0
1627.4005,idle_listen,45.0
1627.5,infer,180.0
1627.5005,idle_listen,45.0
1627.6,infer,180.0
1627.6005,idle_listen,45.0
1627.7,infer,180.0
1627.7005,idle_listen,45.0
1627.8,infer,180.0
1627.8005,idle_listen,45.0
1627.9,infer,180.0
1627.9005,idle_listen,45.0
1628.0,infer,180.0
1628.0005,idle_listen,45.0
1628.1,infer,180.0
1628.1005,idle_listen,45.0
1628.2,infer,180.0
1628.2005,idle_listen,45.0
1628.3,infer,180.0
1628.3005,idle_listen,45.0
1628.4,infer,180.0
1628.4005,idle_listen,45.0
1628.5,infer,180.0
1628.5005,idle_listen,45.0
1628.6,infer,180.0
1628.6005,idle_listen,45.0
1628.7,infer,180.0
1628.7005,idle_listen,45.0
1628.8,infer,180.0
1628.8005,idle_listen,45.0
1628.9,infer,180.0
1628.9005,idle_listen,45.0
1629.0,infer,180.0
1629.0005,idle_listen,45.0
1629.1,infer,180.0
1629.1005,idle_listen,45.0
1629.2,infer,180.0
1629.2005,idle_listen,45.0
1629.3,infer,180.0
1629.3005,idle_listen,45.0
1629.4,infer,180.0
1629.4005,idle_listen,45.0
1629.5,infer,180.0
1629.5005,idle_listen,45.0
1629.6,infer,180.0
1629.6005,idle_listen,45.0
1629.7,infer,180.0
1629.7005,idle_listen,45.0
1629.8,infer,180.0
1629.8005,idle_listen,45.0
1629.9,infer,180.0
1629.9005,idle_listen,45.0
1630.0,infer,180.0
1630.0005,idle_listen,45.0
1630.1,infer,180.0
1630.1005,idle_listen,45.0
1630.2,infer,180.0
1630.2005,idle_listen,45.0
1630.3,infer,180.0
1630.3005,idle_listen,45.0
1630.4,infer,180.0
1630.4005,idle_listen,45.0
1630.5,infer,180.0
1630.5005,idle_listen,45.0
1630.6,infer,180.0
1630.6005,idle_listen,45.0
1630.7,infer,180.0
1630.7005,idle_listen,45.0
1630.8,infer,180.0
1630.8005,idle_listen,45.0
1630.9,infer,180.0
1630.9005,idle_listen,45.0
1631.0,infer,180.0
1631.0005,idle_listen,45.0
1631.1,infer,180.0
1631.1005,idle_listen,45.0
1631.2,infer,180.0
1631.2005,idle_listen,45.0
1631.3,infer,180.0
1631.3005,idle_listen,45.0
1631.4,infer,180.0
1631.4005,idle_listen,45.0
1631.5,infer,180.0
1631.5005,idle_listen,45.0
1631.6,infer,180.0
1631.6005,idle_listen,45.0
1631.7,infer,180.0
1631.7005,idle_listen,45.0
1631.8,infer,180.0
1631.8005,idle_listen,45.0
1631.9,infer,180.0
1631.9005,idle_listen,45.0
1632.0,infer,180.0
1632.0005,idle_listen,45.0
1632.1,infer,180.0
1632.1005,idle_listen,45.0
1632.2,infer,180.0
1632.2005,idle_listen,45.0
1632.3,infer,180.0
1632.3005,idle_listen,45.0
1632.4,infer,180.0
1632.4005,idle_listen,45.0
1632.5,infer,180.0
1632.5005,idle_listen,45.0
1632.6,infer,180.0
1632.6005,idle_listen,45.0
1632.7,infer,180.0
1632.7005,idle_listen,45.0
1632.8,infer,180.0
1632.8005,idle_listen,45.0
1632.9,infer,180.0
1632.9005,idle_listen,45.0
1633.0,infer,180.0
1633.0005,idle_listen,45.0
1633.1,infer,180.0
1633.1005,idle_listen,45.0
1633.2,infer,180.0
1633.2005,idle_listen,45.0
1633.3,infer,180.0
1633.3005,idle_listen,45.0
1633.4,infer,180.0
1633.4005,idle_listen,45.0
1633.5,infer,180.0
1633.5005,idle_listen,45.0
1633.6,infer,180.0
1633.6005,idle_listen,45.0
1633.7,infer,180.0
1633.7005,idle_listen,45.0
1633.8,infer,180.0
1633.8005,idle_listen,45.0
1633.9,infer,180.0
1633.9005,idle_listen,45.0
1634.0,infer,180.0
1634.0005,idle_listen,45.0
1634.1,infer,180.0
1634.1005,idle_listen,45.0
1634.2,infer,180.0
1634.2005,idle_listen,45.0
1634.3,infer,180.0
1634.3005,idle_listen,45.0
1634.4,infer,180.0
1634.4005,idle_listen,45.0
1634.5,infer,180.0
1634.5005,idle_listen,45.0
1634.6,infer,180.0
1634.6005,idle_listen,45.0
1634.7,infer,180.0
1634.7005,idle_listen,45.0
1634.8,infer,180.0
1634.8005,idle_listen,45.0
1634.9,infer,180.0
1634.9005,idle_listen,45.0
1635.0,infer,180.0
1635.0005,idle_listen,45.0
1635.1,infer,180.0
1635.1005,idle_listen,45.0
1635.2,infer,180.0
1635.2005,idle_listen,45.0
1635.3,infer,180.0
1635.3005,idle_listen,45.0
1635.4,infer,180.0
1635.4005,idle_listen,45.0
1635.5,infer,180.0
1635.5005,idle_listen,45.0
1635.6,infer,180.0
1635.6005,idle_listen,45.0
1635.7,infer,180.0
1635.7005,idle_listen,45.0
1635.8,infer,180.0
1635.8005,idle_listen,45.0
1635.9,infer,180.0
1635.9005,idle_listen,45.0
1636.0,infer,180.0
1636.0005,idle_listen,45.0
1636.1,infer,180.0
1636.1005,idle_listen,45.0
1636.2,infer,180.0
1636.2005,idle_listen,45.0
1636.3,infer,180.0
1636.3005,idle_listen,45.0
1636.4,infer,180.0
1636.4005,idle_listen,45.0
1636.5,infer,180.0
1636.5005,idle_listen,45.0
1636.6,infer,180.0
1636.6005,idle_listen,45.0
1636.7,infer,180.0
1636.7005,idle_listen,45.0
1636.8,infer,180.0
1636.8005,idle_listen,45.0
1636.9,infer,180.0
1636.9005,idle_listen,45.0
1637.0,infer,180.0
1637.0005,idle_listen,45.0
1637.1,infer,180.0
1637.1005,idle_listen,45.0
1637.2,infer,180.0
1637.2005,idle_listen,45.0
1637.3,infer,180.0
1637.3005,idle_listen,45.0
1637.4,infer,180.0
1637.4005,idle_listen,45.0
1637.5,infer,180.0
1637.5005,idle_listen,45.0
1637.6,infer,180.0
1637.6005,idle_listen,45.0
1637.7,infer,180.0
1637.7005,idle_listen,45.0
1637.8,infer,180.0
1637.8005,idle_listen,45.0
1637.9,infer,180.0
1637.9005,idle_listen,45.0
1638.0,infer,180.0
1638.0005,idle_listen,45.0
1638.1,infer,180.0
1638.1005,idle_listen,45.0
1638.2,infer,180.0
1638.2005,idle_listen,45.0
1638.3,infer,180.0
1638.3005,idle_listen,45.0
1638.4,infer,180.0
1638.4005,idle_listen,45.0
1638.5,infer,180.0
1638.5005,idle_listen,45.0
1638.6,infer,180.0
1638.6005,idle_listen,45.0
1638.7,infer,180.0
1638.7005,idle_listen,45.0
1638.8,infer,180.0
1638.8005,idle_listen,45.0
1638.9,infer,180.0
1638.9005,idle_listen,45.0
1639.0,infer,180.0
1639.0005,idle_listen,45.0
1639.1,infer,180.0
1639.1005,idle_listen,45.0
1639.2,infer,180.0
1639.2005,idle_listen,45.0
1639.3,infer,180.0
1639.3005,idle_listen,45.0
1639.4,infer,180.0
1639.4005,idle_listen,45.0
1639.5,infer,180.0
1639.5005,idle_listen,45.0
1639.6,infer,180.0
1639.6005,idle_listen,45.0
1639.7,infer,180.0
1639.7005,idle_listen,45.0
1639.8,infer,180.0
1639.8005,idle_listen,45.0
1639.9,infer,180.0
1639.9005,idle_listen,45.0
1640.0,infer,180.0
1640.0005,idle_listen,45.0
1640.1,infer,180.0
1640.1005,idle_listen,45.0
1640.2,infer,180.0
1640.2005,idle_listen,45.0
1640.3,infer,180.0
1640.3005,idle_listen,45.0
1640.4,infer,180.0
1640.4005,idle_listen,45.0
1640.5,infer,180.0
1640.5005,idle_listen,45.0
1640.6,infer,180.0
1640.6005,idle_listen,45.0
1640.7,infer,180.0
1640.7005,idle_listen,45.0
1640.8,infer,180.0
1640.8005,idle_listen,45.0
1640.9,infer,180.0
1640.9005,idle_listen,45.0
1641.0,infer,180.0
1641.0005,idle_listen,45.0
1641.1,infer,180.0
1641.1005,idle_listen,45.0
1641.2,infer,180.0
1641.2005,idle_listen,45.0
1641.3,infer,180.0
1641.3005,idle_listen,45.0
1641.4,infer,180.0
1641.4005,idle_listen,45.0
1641.5,infer,180.0
1641.5005,idle_listen,45.0
1641.6,infer,180.0
1641.6005,idle_listen,45.0
1641.7,infer,180.0
1641.7005,idle_listen,45.0
1641.8,infer,180.0
1641.8005,idle_listen,45.0
1641.9,infer,180.0
1641.9005,idle_listen,45.0
1642.0,infer,180.0
1642.0005,idle_listen,45.0
1642.1,infer,180.0
1642.1005,idle_listen,45.0
1642.2,infer,180.0
1642.2005,idle_listen,45.0
1642.3,infer,180.0
1642.3005,idle_listen,45.0
1642.4,infer,180.0
1642.4005,idle_listen,45.0
1642.5,infer,180.0
1642.5005,idle_listen,45.0
1642.6,infer,180.0
1642.6005,idle_listen,45.0
1642.7,infer,180.0
1642.7005,idle_listen,45.0
1642.8,infer,180.0
1642.8005,idle_listen,45.0
1642.9,infer,180.0
1642.9005,idle_listen,45.0
1643.0,infer,180.0
1643.0005,idle_listen,45.0
1643.1,infer,180.0
1643.1005,idle_listen,45.0
1643.2,infer,180.0
1643.2005,idle_listen,45.0
1643.3,infer,180.0
1643.3005,idle_listen,45.0
1643.4,infer,180.0
1643.4005,idle_listen,45.0
1643.5,infer,180.0
1643.5005,idle_listen,45.0
1643.6,infer,180.0
1643.6005,idle_listen,45.0
1643.7,infer,180.0
1643.7005,idle_listen,45.0
1643.8,infer,180.0
1643.8005,idle_listen,45.0
1643.9,infer,180.0
1643.9005,idle_listen,45.0
1644.0,infer,180.0
1644.0005,idle_listen,45.0
1644.1,infer,180.0
1644.1005,idle_listen,45.0
1644.2,infer,180.0
1644.2005,idle_listen,45.0
1644.3,infer,180.0
1644.3005,idle_listen,45.0
1644.4,infer,180.0
1644.4005,idle_listen,45.0
1644.5,infer,180.0
1644.5005,idle_listen,45.0
1644.6,infer,180.0
1644.6005,idle_listen,45.0
1644.7,infer,180.0
1644.7005,idle_listen,45.0
1644.8,infer,180.0
1644.8005,idle_listen,45.0
1644.9,infer,180.0
1644.9005,idle_listen,45.0
1645.0,infer,180.0
1645.0005,idle_listen,45.0
1645.1,infer,180.0
1645.1005,idle_listen,45.0
1645.2,infer,180.0
1645.2005,idle_listen,45.0
1645.3,infer,180.0
1645.3005,idle_listen,45.0
1645.4,infer,180.0
1645.4005,idle_listen,45.0
1645.5,infer,180.0
1645.5005,idle_listen,45.0
1645.6,infer,180.0
1645.6005,idle_listen,45.0
1645.7,infer,180.0
1645.7005,idle_listen,45.0
1645.8,infer,180.0
1645.8005,idle_listen,45.0
1645.9,infer,180.0
1645.9005,idle_listen,45.0
1646.0,infer,180.0
1646.0005,idle_listen,45.0
1646.1,infer,180.0
1646.1005,idle_listen,45.0
1646.2,infer,180.0
1646.2005,idle_listen,45.0
1646.3,infer,180.0
1646.3005,idle_listen,45.0
1646.4,infer,180.0
1646.4005,idle_listen,45.0
1646.5,infer,180.0
1646.5005,idle_listen,45.0
1646.6,infer,180.0
1646.6005,idle_listen,45.0
1646.7,infer,180.0
1646.7005,idle_listen,45.0
1646.8,infer,180.0
1646.8005,idle_listen,45.0
1646.9,infer,180.0
1646.9005,idle_listen,45.0
1647.0,infer,180.0
1647.0005,idle_listen,45.0
1647.1,infer,180.0
1647.1005,idle_listen,45.0
1647.2,infer,180.0
1647.2005,idle_listen,45.0
1647.3,infer,180.0
1647.3005,idle_listen,45.0
1647.4,infer,180.0
1647.4005,idle_listen,45.0
1647.5,infer,180.0
1647.5005,idle_listen,45.0
1647.6,infer,180.0
1647.6005,idle_listen,45.0
1647.7,infer,180.0
1647.7005,idle_listen,45.0
1647.8,infer,180.0
1647.8005,idle_listen,45.0
1647.9,infer,180.0
1647.9005,idle_listen,45.0
1648.0,infer,180.0
1648.0005,idle_listen,45.0
1648.1,infer,180.0
1648.1005,idle_listen,45.0
1648.2,infer,180.0
1648.2005,idle_listen,45.0
1648.3,infer,180.0
1648.3005,idle_listen,45.0
1648.4,infer,180.0
1648.4005,idle_listen,45.0
1648.5,infer,180.0
1648.5005,idle_listen,45.0
1648.6,infer,180.0
1648.6005,idle_listen,45.0
1648.7,infer,180.0
1648.7005,idle_listen,45.0
1648.8,infer,180.0
1648.8005,idle_listen,45.0
1648.9,infer,180.0
1648.9005,idle_listen,45.0
1649.0,infer,180.0
1649.0005,idle_listen,45.0
1649.1,infer,180.0
1649.1005,idle_listen,45.0
1649.2,infer,180.0
1649.2005,idle_listen,45.0
1649.3,infer,180.0
1649.3005,idle_listen,45.0
1649.4,infer,180.0
1649.4005,idle_listen,45.0
1649.5,infer,180.0
1649.5005,idle_listen,45.0
1649.6,infer,180.0
1649.6005,idle_listen,45.0
1649.7,infer,180.0
1649.7005,idle_listen,45.0
1649.8,infer,180.0
1649.8005,idle_listen,45.0
1649.9,infer,180.0
1649.9005,idle_listen,45.0
1650.0,infer,180.0
1650.0005,idle_listen,45.0
1650.1,infer,180.0
1650.1005,idle_listen,45.0
1650.2,infer,180.0
1650.2005,idle_listen,45.0
1650.3,infer,180.0
1650.3005,idle_listen,45.0
1650.4,infer,180.0
1650.4005,idle_listen,45.0
1650.5,infer,180.0
1650.5005,idle_listen,45.0
1650.6,infer,180.0
1650.6005,idle_listen,45.0
1650.7,infer,180.0
1650.7005,idle_listen,45.0
1650.8,infer,180.0
1650.8005,idle_listen,45.0
1650.9,infer,180.0
1650.9005,idle_listen,45.0
1651.0,infer,180.0
1651.0005,idle_listen,45.0
1651.1,infer,180.0
1651.1005,idle_listen,45.0
1651.2,infer,180.0
1651.2005,idle_listen,45.0
1651.3,infer,180.0
1651.3005,idle_listen,45.0
1651.4,infer,180.0
1651.4005,idle_listen,45.0
1651.5,infer,180.0
1651.5005,idle_listen,45.0
1651.6,infer,180.0
1651.6005,idle_listen,45.0
1651.7,infer,180.0
1651.7005,idle_listen,45.0
1651.8,infer,180.0
1651.8005,idle_listen,45.0
1651.9,infer,180.0
1651.9005,idle_listen,45.0
1652.0,infer,180.0
1652.0005,idle_listen,45.0
1652.1,infer,180.0
1652.1005,idle_listen,45.0
1652.2,infer,180.0
1652.2005,idle_listen,45.0
1652.3,infer,180.0
1652.3005,idle_listen,45.0
1652.4,infer,180.0
1652.4005,idle_listen,45.0
1652.5,infer,180.0
1652.5005,idle_listen,45.0
1652.6,infer,180.0
1652.6005,idle_listen,45.0
1652.7,infer,180.0
1652.7005,idle_listen,45.0
1652.8,infer,180.0
1652.8005,idle_listen,45.0
1652.9,infer,180.0
1652.9005,idle_listen,45.0
1653.0,infer,180.0
1653.0005,idle_listen,45.0
1653.1,infer,180.0
1653.1005,idle_listen,45.0
1653.2,infer,180.0
1653.2005,idle_listen,45.0
1653.3,infer,180.0
1653.3005,idle_listen,45.0
1653.4,infer,180.0
1653.4005,idle_listen,45.0
1653.5,infer,180.0
1653.5005,idle_listen,45.0
1653.6,infer,180.0
1653.6005,idle_listen,45.0
1653.7,infer,180.0
1653.7005,idle_listen,45.0
1653.8,infer,180.0
1653.8005,idle_listen,45.0
1653.9,infer,180.0
1653.9005,idle_listen,45.0
1654.0,infer,180.0
1654.0005,idle_listen,45.0
1654.1,infer,180.0
1654.1005,idle_listen,45.0
1654.2,infer,180.0
1654.2005,idle_listen,45.0
1654.3,infer,180.0
1654.3005,idle_listen,45.0
1654.4,infer,180.0
1654.4005,idle_listen,45.0
1654.5,infer,180.0
1654.5005,idle_listen,45.0
1654.6,infer,180.0
1654.6005,idle_listen,45.0
1654.7,infer,180.0
1654.7005,idle_listen,45.0
1654.8,infer,180.0
1654.8005,idle_listen,45.0
1654.9,infer,180.0
1654.9005,idle_listen,45.0
1655.0,infer,180.0
1655.0005,idle_listen,45.0
1655.1,infer,180.0
1655.1005,idle_listen,45.0
1655.2,infer,180.0
1655.2005,idle_listen,45.0
1655.3,infer,180.0
1655.3005,idle_listen,45.0
1655.4,infer,180.0
1655.4005,idle_listen,45.0
1655.5,infer,180.0
1655.5005,idle_listen,45.0
1655.6,infer,180.0
1655.6005,idle_listen,45.0
1655.7,infer,180.0
1655.7005,idle_listen,45.0
1655.8,infer,180.0
1655.8005,idle_listen,45.0
1655.9,infer,180.0
1655.9005,idle_listen,45.0
1656.0,infer,180.0
1656.0005,idle_listen,45.0
1656.1,infer,180.0
1656.1005,idle_listen,45.0
1656.2,infer,180.0
1656.2005,idle_listen,45.0
1656.3,infer,180.0
1656.3005,idle_listen,45.0
1656.4,infer,180.0
1656.4005,idle_listen,45.0
1656.5,infer,180.0
1656.5005,idle_listen,45.0
1656.6,infer,180.0
1656.6005,idle_listen,45.0
1656.7,infer,180.0
1656.7005,idle_listen,45.0
1656.8,infer,180.0
1656.8005,idle_listen,45.0
1656.9,infer,180.0
1656.9005,idle_listen,45.0
1657.0,infer,180.0
1657.0005,idle_listen,45.0
1657.1,infer,180.0
1657.1005,idle_listen,45.0
1657.2,infer,180.0
1657.2005,idle_listen,45.0
1657.3,infer,180.0
1657.3005,idle_listen,45.0
1657.4,infer,180.0
1657.4005,idle_listen,45.0
1657.5,infer,180.0
1657.5005,idle_listen,45.0
1657.6,infer,180.0
1657.6005,idle_listen,45.0
1657.7,infer,180.0
1657.7005,idle_listen,45.0
1657.8,infer,180.0
1657.8005,idle_listen,45.0
1657.9,infer,180.0
1657.9005,idle_listen,45.0
1658.0,infer,180.0
1658.0005,idle_listen,45.0
1658.1,infer,180.0
1658.1005,idle_listen,45.0
1658.2,infer,180.0
1658.2005,idle_listen,45.0
1658.3,infer,180.0
1658.3005,idle_listen,45.0
1658.4,infer,180.0
1658.4005,idle_listen,45.0
1658.5,infer,180.0
1658.5005,idle_listen,45.0
1658.6,infer,180.0
1658.6005,idle_listen,45.0
1658.7,infer,180.0
1658.7005,idle_listen,45.0
1658.8,infer,180.0
1658.8005,idle_listen,45.0
1658.9,infer,180.0
1658.9005,idle_listen,45.0
1659.0,infer,180.0
1659.0005,idle_listen,45.0
1659.1,infer,180.0
1659.1005,idle_listen,45.0
1659.2,infer,180.0
1659.2005,idle_listen,45.0
1659.3,infer,180.0
1659.3005,idle_listen,45.0
1659.4,infer,180.0
1659.4005,idle_listen,45.0
1659.5,infer,180.0
1659.5005,idle_listen,45.0
1659.6,infer,180.0
1659.6005,idle_listen,45.0
1659.7,infer,180.0
1659.7005,idle_listen,45.0
1659.8,infer,180.0
1659.8005,idle_listen,45.0
1659.9,infer,180.0
1659.9005,idle_listen,45.0
1660.0,infer,180.0
1660.0005,idle_listen,45.0
1660.1,infer,180.0
1660.1005,idle_listen,45.0
1660.2,infer,180.0
1660.2005,idle_listen,45.0
1660.3,infer,180.0
1660.3005,idle_listen,45.0
1660.4,infer,180.0
1660.4005,idle_listen,45.0
1660.5,infer,180.0
1660.5005,idle_listen,45.0
1660.6,infer,180.0
1660.6005,idle_listen,45.0
1660.7,infer,180.0
1660.7005,idle_listen,45.0
1660.8,infer,180.0
1660.8005,idle_listen,45.0
1660.9,infer,180.0
1660.9005,idle_listen,45.0
1661.0,infer,180.0
1661.0005,idle_listen,45.0
1661.1,infer,180.0
1661.1005,idle_listen,45.0
1661.2,infer,180.0
1661.2005,idle_listen,45.0
1661.3,infer,180.0
1661.3005,idle_listen,45.0
1661.4,infer,180.0
1661.4005,idle_listen,45.0
1661.5,infer,180.0
1661.5005,idle_listen,45.0
1661.6,infer,180.0
1661.6005,idle_listen,45.0
1661.7,infer,180.0
1661.7005,idle_listen,45.0
1661.8,infer,180.0
1661.8005,idle_listen,45.0
1661.9,infer,180.0
1661.9005,idle_listen,45.0
1662.0,infer,180.0
1662.0005,idle_listen,45.0
1662.1,infer,180.0
1662.1005,idle_listen,45.0
1662.2,infer,180.0
1662.2005,idle_listen,45.0
1662.3,infer,180.0
1662.3005,idle_listen,45.0
1662.4,infer,180.0
1662.4005,idle_listen,45.0
1662.5,infer,180.0
1662.5005,idle_listen,45.0
1662.6,infer,180.0
1662.6005,idle_listen,45.0
1662.7,infer,180.0
1662.7005,idle_listen,45.0
1662.8,infer,180.0
1662.8005,idle_listen,45.0
1662.9,infer,180.0
1662.9005,idle_listen,45.0
1663.0,infer,180.0
1663.0005,idle_listen,45.0
1663.1,infer,180.0
1663.1005,idle_listen,45.0
1663.2,infer,180.0
1663.2005,idle_listen,45.0
1663.3,infer,180.0
1663.3005,idle_listen,45.0
1663.4,infer,180.0
1663.4005,idle_listen,45.0
1663.5,infer,180.0
1663.5005,idle_listen,45.0
1663.6,infer,180.0
1663.6005,idle_listen,45.0
1663.7,infer,180.0
1663.7005,idle_listen,45.0
1663.8,infer,180.0
1663.8005,idle_listen,45.0
1663.9,infer,180.0
1663.9005,idle_listen,45.0
1664.0,infer,180.0
1664.0005,idle_listen,45.0
1664.1,infer,180.0
1664.1005,idle_listen,45.0
1664.2,infer,180.0
1664.2005,idle_listen,45.0
1664.3,infer,180.0
1664.3005,idle_listen,45.0
1664.4,infer,180.0
1664.4005,idle_listen,45.0
1664.5,infer,180.0
1664.5005,idle_listen,45.0
1664.6,infer,180.0
1664.6005,idle_listen,45.0
1664.7,infer,180.0
1664.7005,idle_listen,45.0
1664.8,infer,180.0
1664.8005,idle_listen,45.0
1664.9,infer,180.0
1664.9005,idle_listen,45.0
1665.0,infer,180.0
1665.0005,idle_listen,45.0
1665.1,infer,180.0
1665.1005,idle_listen,45.0
1665.2,infer,180.0
1665.2005,idle_listen,45.0
1665.3,infer,180.0
1665.3005,idle_listen,45.0
1665.4,infer,180.0
1665.4005,idle_listen,45.0
1665.5,infer,180.0
1665.5005,idle_listen,45.0
1665.6,infer,180.0
1665.6005,idle_listen,45.0
1665.7,infer,180.0
1665.7005,idle_listen,45.0
1665.8,infer,180.0
1665.8005,idle_listen,45.0
1665.9,infer,180.0
1665.9005,idle_listen,45.0
1666.0,infer,180.0
1666.0005,idle_listen,45.0
1666.1,infer,180.0
1666.1005,idle_listen,45.0
1666.2,infer,180.0
1666.2005,idle_listen,45.0
1666.3,infer,180.0
1666.3005,idle_listen,45.0
1666.4,infer,180.0
1666.4005,idle_listen,45.0
1666.5,infer,180.0
1666.5005,idle_listen,45.0
1666.6,infer,180.0
1666.6005,idle_listen,45.0
1666.7,infer,180.0
1666.7005,idle_listen,45.0
1666.8,infer,180.0
1666.8005,idle_listen,45.0
1666.9,infer,180.0
1666.9005,idle_listen,45.0
1667.0,infer,180.0
1667.0005,idle_listen,45.0
1667.1,infer,180.0
1667.1005,idle_listen,45.0
1667.2,infer,180.0
1667.2005,idle_listen,45.0
1667.3,infer,180.0
1667.3005,idle_listen,45.0
1667.4,infer,180.0
1667.4005,idle_listen,45.0
1667.5,infer,180.0
1667.5005,idle_listen,45.0
1667.6,infer,180.0
1667.6005,idle_listen,45.0
1667.7,infer,180.0
1667.7005,idle_listen,45.0
1667.8,infer,180.0
1667.8005,idle_listen,45.0
1667.9,infer,180.0
1667.9005,idle_listen,45.0
1668.0,infer,180.0
1668.0005,idle_listen,45.0
1668.1,infer,180.0
1668.1005,idle_listen,45.0
1668.2,infer,180.0
1668.2005,idle_listen,45.0
1668.3,infer,180.0
1668.3005,idle_listen,45.0
1668.4,infer,180.0
1668.4005,idle_listen,45.0
1668.5,infer,180.0
1668.5005,idle_listen,45.0
1668.6,infer,180.0
1668.6005,idle_listen,45.0
1668.7,infer,180.0
1668.7005,idle_listen,45.0
1668.8,infer,180.0
1668.8005,idle_listen,45.0
1668.9,infer,180.0
1668.9005,idle_listen,45.0
1669.0,infer,180.0
1669.0005,idle_listen,45.0
1669.1,infer,180.0
1669.1005,idle_listen,45.0
1669.2,infer,180.0
1669.2005,idle_listen,45.0
1669.3,infer,180.0
1669.3005,idle_listen,45.0
1669.4,infer,180.0
1669.4005,idle_listen,45.0
1669.5,infer,180.0
1669.5005,idle_listen,45.0
1669.6,infer,180.0
1669.6005,idle_listen,45.0
1669.7,infer,180.0
1669.7005,idle_listen,45.0
1669.8,infer,180.0
1669.8005,idle_listen,45.0
1669.9,infer,180.0
1669.9005,idle_listen,45.0
1670.0,infer,180.0
1670.0005,idle_listen,45.0
1670.1,infer,180.0
1670.1005,idle_listen,45.0
1670.2,infer,180.0
1670.2005,idle_listen,45.0
1670.3,infer,180.0
1670.3005,idle_listen,45.0
1670.4,infer,180.0
1670.4005,idle_listen,45.0
1670.5,infer,180.0
1670.5005,idle_listen,45.0
1670.6,infer,180.0
1670.6005,idle_listen,45.0
1670.7,infer,180.0
1670.7005,idle_listen,45.0
1670.8,infer,180.0
1670.8005,idle_listen,45.0
1670.9,infer,180.0
1670.9005,idle_listen,45.0
1671.0,infer,180.0
1671.0005,idle_listen,45.0
1671.1,infer,180.0
1671.1005,idle_listen,45.0
1671.2,infer,180.0
1671.2005,idle_listen,45.0
1671.3,infer,180.0
1671.3005,idle_listen,45.0
1671.4,infer,180.0
1671.4005,idle_listen,45.0
1671.5,infer,180.0
1671.5005,idle_listen,45.0
1671.6,infer,180.0
1671.6005,idle_listen,45.0
1671.7,infer,180.0
1671.7005,idle_listen,45.0
1671.8,infer,180.0
1671.8005,idle_listen,45.0
1671.9,infer,180.0
1671.9005,idle_listen,45.0
1672.0,infer,180.0
1672.0005,idle_listen,45.0
1672.1,infer,180.0
1672.1005,idle_listen,45.0
1672.2,infer,180.0
1672.2005,idle_listen,45.0
1672.3,infer,180.0
1672.3005,idle_listen,45.0
1672.4,infer,180.0
1672.4005,idle_listen,45.0
1672.5,infer,180.0
1672.5005,idle_listen,45.0
1672.6,infer,180.0
1672.6005,idle_listen,45.0
1672.7,infer,180.0
1672.7005,idle_listen,45.0
1672.8,infer,180.0
1672.8005,idle_listen,45.0
1672.9,infer,180.0
1672.9005,idle_listen,45.0
1673.0,infer,180.0
1673.0005,idle_listen,45.0
1673.1,infer,180.0
1673.1005,idle_listen,45.0
1673.2,infer,180.0
1673.2005,idle_listen,45.0
1673.3,infer,180.0
1673.3005,idle_listen,45.0
1673.4,infer,180.0
1673.4005,idle_listen,45.0
1673.5,infer,180.0
1673.5005,idle_listen,45.0
1673.6,infer,180.0
1673.6005,idle_listen,45.0
1673.7,infer,180.0
1673.7005,idle_listen,45.0
1673.8,infer,180.0
1673.8005,idle_listen,45.0
1673.9,infer,180.0
1673.9005,idle_listen,45.0
1674.0,infer,180.0
1674.0005,idle_listen,45.0
1674.1,infer,180.0
1674.1005,idle_listen,45.0
1674.2,infer,180.0
1674.2005,idle_listen,45.0
1674.3,infer,180.0
1674.3005,idle_listen,45.0
1674.4,infer,180.0
1674.4005,idle_listen,45.0
1674.5,infer,180.0
1674.5005,idle_listen,45.0
1674.6,infer,180.0
